id,pillar,title,params
493,min_trap,"What the minimum payment really costs on $20,750","{""balance"":20750,""apr"":21,""min_pct"":1,""min_floor"":25}"
494,extra_payment,"$34,750 at 29%: paying $1,120 vs $1,220 a month","{""balance"":34750,""apr"":29,""payment"":1120,""extra"":100}"
495,snowball_vs_avalanche,"4 debts, $26,100 total. Snowball or Avalanche?","{""debts"":[{""name"":""Card A"",""balance"":8800,""apr"":28,""min"":220},{""name"":""Card C"",""balance"":12100,""apr"":16,""min"":300},{""name"":""Card D"",""balance"":2200,""apr"":26,""min"":55},{""name"":""Store card"",""balance"":3000,""apr"":17,""min"":75}],""budget"":800}"
496,utilization,51% credit utilization? Here is the fix,"{""balance"":6100,""limit"":12000}"
497,min_trap,"Paying only the minimum on $22,750 takes HOW long?","{""balance"":22750,""apr"":29,""min_pct"":1,""min_floor"":25}"
498,extra_payment,"How $75 extra per month kills $5,250 of debt faster","{""balance"":5250,""apr"":23,""payment"":160,""extra"":75}"
499,snowball_vs_avalanche,"Smallest balance first or highest APR first? $46,100 test","{""debts"":[{""name"":""Card A"",""balance"":2700,""apr"":15,""min"":70},{""name"":""Personal loan"",""balance"":13900,""apr"":15,""min"":350},{""name"":""Card C"",""balance"":11900,""apr"":29,""min"":300},{""name"":""Card D"",""balance"":13300,""apr"":25,""min"":330},{""name"":""Card B"",""balance"":4300,""apr"":27,""min"":110}],""budget"":1560}"
500,utilization,"Your $10,000 balance on a $20,000 limit is hurting your score","{""balance"":10000,""limit"":20000}"
501,min_trap,"The minimum payment trap on $19,000 of credit card debt","{""balance"":19000,""apr"":29,""min_pct"":1,""min_floor"":25}"
502,extra_payment,"How $150 extra per month kills $45,000 of debt faster","{""balance"":45000,""apr"":15,""payment"":1350,""extra"":150}"
503,snowball_vs_avalanche,"3 debts, $29,400 total. Snowball or Avalanche?","{""debts"":[{""name"":""Card C"",""balance"":12400,""apr"":28,""min"":310},{""name"":""Card D"",""balance"":12000,""apr"":14,""min"":300},{""name"":""Store card"",""balance"":5000,""apr"":28,""min"":125}],""budget"":1035}"
504,utilization,"Pay this much before your statement closes ($9,100 on $10,000)","{""balance"":9100,""limit"":10000}"
505,min_trap,"$1,750 at 18% APR, minimum payments only. Brutal math","{""balance"":1750,""apr"":18,""min_pct"":1,""min_floor"":25}"
506,extra_payment,"$46,000 at 26%: paying $1,290 vs $1,490 a month","{""balance"":46000,""apr"":26,""payment"":1290,""extra"":200}"
507,snowball_vs_avalanche,"Snowball vs Avalanche on $36,600. Which wins?","{""debts"":[{""name"":""Card D"",""balance"":7600,""apr"":26,""min"":190},{""name"":""Card A"",""balance"":3100,""apr"":27,""min"":80},{""name"":""Personal loan"",""balance"":9000,""apr"":23,""min"":225},{""name"":""Card C"",""balance"":5500,""apr"":20,""min"":140},{""name"":""Card B"",""balance"":11400,""apr"":14,""min"":285}],""budget"":1120}"
508,utilization,48% credit utilization? Here is the fix,"{""balance"":7200,""limit"":15000}"
509,min_trap,"Paying only the minimum on $16,750 takes HOW long?","{""balance"":16750,""apr"":23,""min_pct"":1,""min_floor"":25}"
510,extra_payment,"Add $300 a month to a $43,250 balance. Watch what happens","{""balance"":43250,""apr"":27,""payment"":1520,""extra"":300}"
511,snowball_vs_avalanche,"Debt Snowball vs Avalanche: the real numbers on $21,600","{""debts"":[{""name"":""Personal loan"",""balance"":4200,""apr"":21,""min"":105},{""name"":""Card A"",""balance"":10800,""apr"":20,""min"":270},{""name"":""Card B"",""balance"":6600,""apr"":24,""min"":165}],""budget"":1140}"
512,utilization,"Pay this much before your statement closes ($4,050 on $7,500)","{""balance"":4050,""limit"":7500}"
513,min_trap,"What the minimum payment really costs on $14,500","{""balance"":14500,""apr"":24,""min_pct"":1,""min_floor"":25}"
514,extra_payment,"How $50 extra per month kills $14,750 of debt faster","{""balance"":14750,""apr"":25,""payment"":390,""extra"":50}"
515,snowball_vs_avalanche,"Smallest balance first or highest APR first? $34,800 test","{""debts"":[{""name"":""Card D"",""balance"":15000,""apr"":20,""min"":375},{""name"":""Card A"",""balance"":13700,""apr"":24,""min"":340},{""name"":""Card C"",""balance"":6100,""apr"":13,""min"":150}],""budget"":1265}"
516,utilization,"Pay this much before your statement closes ($8,550 on $15,000)","{""balance"":8550,""limit"":15000}"
517,min_trap,"What the minimum payment really costs on $8,250","{""balance"":8250,""apr"":17,""min_pct"":1,""min_floor"":25}"
518,extra_payment,"The $150 trick that saves months on $10,000 of debt","{""balance"":10000,""apr"":16,""payment"":320,""extra"":150}"
519,snowball_vs_avalanche,"4 debts, $36,400 total. Snowball or Avalanche?","{""debts"":[{""name"":""Card C"",""balance"":13100,""apr"":14,""min"":330},{""name"":""Card A"",""balance"":7300,""apr"":18,""min"":180},{""name"":""Card D"",""balance"":7800,""apr"":24,""min"":195},{""name"":""Personal loan"",""balance"":8200,""apr"":25,""min"":205}],""budget"":1010}"
520,utilization,67% credit utilization? Here is the fix,"{""balance"":1000,""limit"":1500}"
521,min_trap,"$7,500 at 27% APR, minimum payments only. Brutal math","{""balance"":7500,""apr"":27,""min_pct"":1,""min_floor"":25}"
522,extra_payment,"$7,250 at 21%: paying $250 vs $500 a month","{""balance"":7250,""apr"":21,""payment"":250,""extra"":250}"
523,snowball_vs_avalanche,"5 debts, $41,200 total. Snowball or Avalanche?","{""debts"":[{""name"":""Card C"",""balance"":11100,""apr"":12,""min"":280},{""name"":""Card A"",""balance"":13400,""apr"":28,""min"":335},{""name"":""Personal loan"",""balance"":3300,""apr"":12,""min"":80},{""name"":""Store card"",""balance"":9600,""apr"":19,""min"":240},{""name"":""Card D"",""balance"":3800,""apr"":23,""min"":95}],""budget"":1230}"
524,utilization,"Pay this much before your statement closes ($900 on $1,500)","{""balance"":900,""limit"":1500}"
525,min_trap,"The minimum payment trap on $20,750 of credit card debt","{""balance"":20750,""apr"":19,""min_pct"":1,""min_floor"":25}"
526,extra_payment,"$23,250 at 23%: paying $790 vs $990 a month","{""balance"":23250,""apr"":23,""payment"":790,""extra"":200}"
527,snowball_vs_avalanche,"3 debts, $26,400 total. Snowball or Avalanche?","{""debts"":[{""name"":""Store card"",""balance"":11400,""apr"":17,""min"":285},{""name"":""Card C"",""balance"":14200,""apr"":24,""min"":355},{""name"":""Card D"",""balance"":800,""apr"":19,""min"":25}],""budget"":1165}"
528,utilization,"Your $2,000 balance on a $2,500 limit is hurting your score","{""balance"":2000,""limit"":2500}"
529,min_trap,"Paying only the minimum on $9,750 takes HOW long?","{""balance"":9750,""apr"":25,""min_pct"":1,""min_floor"":25}"
530,extra_payment,"The $400 trick that saves months on $19,500 of debt","{""balance"":19500,""apr"":25,""payment"":560,""extra"":400}"
531,snowball_vs_avalanche,"Smallest balance first or highest APR first? $34,600 test","{""debts"":[{""name"":""Card A"",""balance"":3500,""apr"":12,""min"":90},{""name"":""Personal loan"",""balance"":4900,""apr"":15,""min"":120},{""name"":""Store card"",""balance"":10100,""apr"":20,""min"":250},{""name"":""Card B"",""balance"":9500,""apr"":16,""min"":240},{""name"":""Card D"",""balance"":6600,""apr"":15,""min"":165}],""budget"":1265}"
532,utilization,"Your $800 balance on a $1,500 limit is hurting your score","{""balance"":800,""limit"":1500}"
533,min_trap,"$19,750 at 22% APR, minimum payments only. Brutal math","{""balance"":19750,""apr"":22,""min_pct"":1,""min_floor"":25}"
534,extra_payment,"Add $400 a month to a $30,750 balance. Watch what happens","{""balance"":30750,""apr"":27,""payment"":890,""extra"":400}"
535,snowball_vs_avalanche,"Smallest balance first or highest APR first? $20,800 test","{""debts"":[{""name"":""Card D"",""balance"":1100,""apr"":27,""min"":30},{""name"":""Card C"",""balance"":13700,""apr"":27,""min"":340},{""name"":""Store card"",""balance"":5300,""apr"":12,""min"":130},{""name"":""Card A"",""balance"":700,""apr"":14,""min"":25}],""budget"":625}"
536,utilization,"Your $1,200 balance on a $1,500 limit is hurting your score","{""balance"":1200,""limit"":1500}"
537,min_trap,"$22,750 at 25% APR, minimum payments only. Brutal math","{""balance"":22750,""apr"":25,""min_pct"":1,""min_floor"":25}"
538,extra_payment,"$23,500 credit card debt at 19% APR? Do this","{""balance"":23500,""apr"":19,""payment"":680,""extra"":25}"
539,snowball_vs_avalanche,"3 debts, $20,700 total. Snowball or Avalanche?","{""debts"":[{""name"":""Card A"",""balance"":12100,""apr"":22,""min"":300},{""name"":""Store card"",""balance"":6700,""apr"":15,""min"":170},{""name"":""Personal loan"",""balance"":1900,""apr"":13,""min"":50}],""budget"":620}"
540,utilization,"Your $6,250 balance on a $12,000 limit is hurting your score","{""balance"":6250,""limit"":12000}"
541,min_trap,"$10,000 at 20% APR, minimum payments only. Brutal math","{""balance"":10000,""apr"":20,""min_pct"":1,""min_floor"":25}"
542,extra_payment,"$6,500 at 21%: paying $260 vs $410 a month","{""balance"":6500,""apr"":21,""payment"":260,""extra"":150}"
543,snowball_vs_avalanche,"5 debts, $43,700 total. Snowball or Avalanche?","{""debts"":[{""name"":""Card C"",""balance"":14700,""apr"":17,""min"":370},{""name"":""Card B"",""balance"":2000,""apr"":27,""min"":50},{""name"":""Card A"",""balance"":12100,""apr"":26,""min"":300},{""name"":""Card D"",""balance"":3100,""apr"":24,""min"":80},{""name"":""Store card"",""balance"":11800,""apr"":12,""min"":295}],""budget"":1695}"
544,utilization,"Your $2,800 balance on a $7,500 limit is hurting your score","{""balance"":2800,""limit"":7500}"
545,min_trap,"Paying only the minimum on $7,250 takes HOW long?","{""balance"":7250,""apr"":20,""min_pct"":1,""min_floor"":25}"
546,extra_payment,"The $500 trick that saves months on $35,500 of debt","{""balance"":35500,""apr"":25,""payment"":1170,""extra"":500}"
547,snowball_vs_avalanche,"Snowball vs Avalanche on $17,000. Which wins?","{""debts"":[{""name"":""Card D"",""balance"":6800,""apr"":19,""min"":170},{""name"":""Store card"",""balance"":7500,""apr"":24,""min"":190},{""name"":""Card A"",""balance"":2700,""apr"":29,""min"":70}],""budget"":830}"
548,utilization,"Pay this much before your statement closes ($1,150 on $3,000)","{""balance"":1150,""limit"":3000}"
549,min_trap,"Paying only the minimum on $10,750 takes HOW long?","{""balance"":10750,""apr"":18,""min_pct"":1,""min_floor"":25}"
550,extra_payment,"$23,500 at 27%: paying $790 vs $840 a month","{""balance"":23500,""apr"":27,""payment"":790,""extra"":50}"
551,snowball_vs_avalanche,"Debt Snowball vs Avalanche: the real numbers on $29,000","{""debts"":[{""name"":""Store card"",""balance"":5300,""apr"":27,""min"":130},{""name"":""Card A"",""balance"":10900,""apr"":23,""min"":270},{""name"":""Card B"",""balance"":10900,""apr"":15,""min"":270},{""name"":""Card C"",""balance"":1900,""apr"":19,""min"":50}],""budget"":820}"
552,utilization,88% credit utilization? Here is the fix,"{""balance"":3500,""limit"":4000}"
553,min_trap,"Paying only the minimum on $14,250 takes HOW long?","{""balance"":14250,""apr"":20,""min_pct"":1,""min_floor"":25}"
554,extra_payment,"$3,250 credit card debt at 17% APR? Do this","{""balance"":3250,""apr"":17,""payment"":110,""extra"":50}"
555,snowball_vs_avalanche,"Smallest balance first or highest APR first? $40,000 test","{""debts"":[{""name"":""Personal loan"",""balance"":14000,""apr"":24,""min"":350},{""name"":""Card B"",""balance"":3600,""apr"":18,""min"":90},{""name"":""Card D"",""balance"":10900,""apr"":15,""min"":270},{""name"":""Card A"",""balance"":11500,""apr"":13,""min"":290}],""budget"":1500}"
556,utilization,"Pay this much before your statement closes ($5,800 on $7,500)","{""balance"":5800,""limit"":7500}"
557,min_trap,"Why your $24,000 card balance never goes down","{""balance"":24000,""apr"":17,""min_pct"":1,""min_floor"":25}"
558,extra_payment,"The $25 trick that saves months on $1,250 of debt","{""balance"":1250,""apr"":26,""payment"":50,""extra"":25}"
559,snowball_vs_avalanche,"5 debts, $35,500 total. Snowball or Avalanche?","{""debts"":[{""name"":""Personal loan"",""balance"":2000,""apr"":22,""min"":50},{""name"":""Card B"",""balance"":7800,""apr"":24,""min"":195},{""name"":""Card D"",""balance"":6600,""apr"":19,""min"":165},{""name"":""Store card"",""balance"":4500,""apr"":22,""min"":110},{""name"":""Card A"",""balance"":14600,""apr"":26,""min"":365}],""budget"":1485}"
560,utilization,"Pay this much before your statement closes ($2,650 on $3,000)","{""balance"":2650,""limit"":3000}"
561,min_trap,"What the minimum payment really costs on $21,750","{""balance"":21750,""apr"":26,""min_pct"":1,""min_floor"":25}"
562,extra_payment,"How $150 extra per month kills $32,000 of debt faster","{""balance"":32000,""apr"":18,""payment"":900,""extra"":150}"
563,snowball_vs_avalanche,"Debt Snowball vs Avalanche: the real numbers on $2,200","{""debts"":[{""name"":""Personal loan"",""balance"":900,""apr"":16,""min"":25},{""name"":""Card A"",""balance"":1300,""apr"":13,""min"":30}],""budget"":205}"
564,utilization,"Your $1,750 balance on a $2,000 limit is hurting your score","{""balance"":1750,""limit"":2000}"
565,min_trap,"$17,500 at 19% APR, minimum payments only. Brutal math","{""balance"":17500,""apr"":19,""min_pct"":1,""min_floor"":25}"
566,extra_payment,"$38,000 credit card debt at 15% APR? Do this","{""balance"":38000,""apr"":15,""payment"":1150,""extra"":300}"
567,snowball_vs_avalanche,"Smallest balance first or highest APR first? $15,900 test","{""debts"":[{""name"":""Card A"",""balance"":3400,""apr"":26,""min"":85},{""name"":""Store card"",""balance"":12500,""apr"":23,""min"":310}],""budget"":995}"
568,utilization,"Pay this much before your statement closes ($8,200 on $10,000)","{""balance"":8200,""limit"":10000}"
569,min_trap,"$5,750 at 26% APR, minimum payments only. Brutal math","{""balance"":5750,""apr"":26,""min_pct"":1,""min_floor"":25}"
570,extra_payment,"Add $50 a month to a $15,500 balance. Watch what happens","{""balance"":15500,""apr"":17,""payment"":620,""extra"":50}"
571,snowball_vs_avalanche,"5 debts, $31,000 total. Snowball or Avalanche?","{""debts"":[{""name"":""Card A"",""balance"":5300,""apr"":21,""min"":130},{""name"":""Store card"",""balance"":3700,""apr"":28,""min"":90},{""name"":""Card B"",""balance"":7400,""apr"":29,""min"":185},{""name"":""Card D"",""balance"":12400,""apr"":12,""min"":310},{""name"":""Card C"",""balance"":2200,""apr"":23,""min"":55}],""budget"":1070}"
572,utilization,"Pay this much before your statement closes ($11,100 on $15,000)","{""balance"":11100,""limit"":15000}"
573,min_trap,"The minimum payment trap on $6,750 of credit card debt","{""balance"":6750,""apr"":15,""min_pct"":1,""min_floor"":25}"
574,extra_payment,"How $250 extra per month kills $19,750 of debt faster","{""balance"":19750,""apr"":27,""payment"":770,""extra"":250}"
575,snowball_vs_avalanche,"4 debts, $38,300 total. Snowball or Avalanche?","{""debts"":[{""name"":""Card A"",""balance"":12100,""apr"":26,""min"":300},{""name"":""Personal loan"",""balance"":7600,""apr"":21,""min"":190},{""name"":""Store card"",""balance"":13500,""apr"":18,""min"":340},{""name"":""Card C"",""balance"":5100,""apr"":14,""min"":130}],""budget"":1060}"
576,utilization,"Your $6,900 balance on a $10,000 limit is hurting your score","{""balance"":6900,""limit"":10000}"
577,min_trap,"$16,000 at 18% APR, minimum payments only. Brutal math","{""balance"":16000,""apr"":18,""min_pct"":1,""min_floor"":25}"
578,extra_payment,"The $100 trick that saves months on $43,500 of debt","{""balance"":43500,""apr"":21,""payment"":1630,""extra"":100}"
579,snowball_vs_avalanche,"Snowball vs Avalanche on $38,200. Which wins?","{""debts"":[{""name"":""Card C"",""balance"":8300,""apr"":14,""min"":210},{""name"":""Store card"",""balance"":11500,""apr"":13,""min"":290},{""name"":""Card A"",""balance"":10700,""apr"":14,""min"":270},{""name"":""Card B"",""balance"":5700,""apr"":28,""min"":140},{""name"":""Card D"",""balance"":2000,""apr"":21,""min"":50}],""budget"":1360}"
580,utilization,"Your $3,000 balance on a $5,000 limit is hurting your score","{""balance"":3000,""limit"":5000}"
581,min_trap,"$12,500 at 23% APR, minimum payments only. Brutal math","{""balance"":12500,""apr"":23,""min_pct"":1,""min_floor"":25}"
582,extra_payment,"How $150 extra per month kills $7,750 of debt faster","{""balance"":7750,""apr"":21,""payment"":290,""extra"":150}"
583,snowball_vs_avalanche,"Smallest balance first or highest APR first? $11,600 test","{""debts"":[{""name"":""Store card"",""balance"":8500,""apr"":29,""min"":210},{""name"":""Card D"",""balance"":2500,""apr"":13,""min"":60},{""name"":""Card A"",""balance"":600,""apr"":24,""min"":25}],""budget"":695}"
584,utilization,82% credit utilization? Here is the fix,"{""balance"":16400,""limit"":20000}"
585,min_trap,"What the minimum payment really costs on $6,000","{""balance"":6000,""apr"":29,""min_pct"":1,""min_floor"":25}"
586,extra_payment,"Add $150 a month to a $8,000 balance. Watch what happens","{""balance"":8000,""apr"":17,""payment"":230,""extra"":150}"
587,snowball_vs_avalanche,"Debt Snowball vs Avalanche: the real numbers on $20,100","{""debts"":[{""name"":""Card B"",""balance"":12900,""apr"":29,""min"":320},{""name"":""Personal loan"",""balance"":7200,""apr"":29,""min"":180}],""budget"":600}"
588,utilization,39% credit utilization? Here is the fix,"{""balance"":5850,""limit"":15000}"
589,min_trap,"What the minimum payment really costs on $3,250","{""balance"":3250,""apr"":26,""min_pct"":1,""min_floor"":25}"
590,extra_payment,"$24,750 credit card debt at 20% APR? Do this","{""balance"":24750,""apr"":20,""payment"":750,""extra"":100}"
591,snowball_vs_avalanche,"Debt Snowball vs Avalanche: the real numbers on $36,200","{""debts"":[{""name"":""Personal loan"",""balance"":7500,""apr"":22,""min"":190},{""name"":""Card A"",""balance"":9400,""apr"":21,""min"":235},{""name"":""Card B"",""balance"":10600,""apr"":16,""min"":265},{""name"":""Card C"",""balance"":8700,""apr"":23,""min"":220}],""budget"":1510}"
592,utilization,"Your $2,250 balance on a $5,000 limit is hurting your score","{""balance"":2250,""limit"":5000}"
593,min_trap,"$8,500 at 27% APR, minimum payments only. Brutal math","{""balance"":8500,""apr"":27,""min_pct"":1,""min_floor"":25}"
594,extra_payment,"Add $200 a month to a $36,000 balance. Watch what happens","{""balance"":36000,""apr"":25,""payment"":1140,""extra"":200}"
595,snowball_vs_avalanche,"4 debts, $42,800 total. Snowball or Avalanche?","{""debts"":[{""name"":""Card C"",""balance"":11700,""apr"":27,""min"":290},{""name"":""Card D"",""balance"":8500,""apr"":17,""min"":210},{""name"":""Personal loan"",""balance"":9900,""apr"":14,""min"":250},{""name"":""Card B"",""balance"":12700,""apr"":16,""min"":320}],""budget"":1470}"
596,utilization,"Your $2,450 balance on a $3,000 limit is hurting your score","{""balance"":2450,""limit"":3000}"
597,min_trap,"Paying only the minimum on $21,500 takes HOW long?","{""balance"":21500,""apr"":25,""min_pct"":1,""min_floor"":25}"
598,extra_payment,"Add $500 a month to a $40,750 balance. Watch what happens","{""balance"":40750,""apr"":24,""payment"":1270,""extra"":500}"
599,snowball_vs_avalanche,"Smallest balance first or highest APR first? $16,800 test","{""debts"":[{""name"":""Personal loan"",""balance"":7200,""apr"":28,""min"":180},{""name"":""Store card"",""balance"":1800,""apr"":23,""min"":45},{""name"":""Card B"",""balance"":7800,""apr"":19,""min"":195}],""budget"":1020}"
600,utilization,"Pay this much before your statement closes ($6,750 on $15,000)","{""balance"":6750,""limit"":15000}"
